parcel_number,address,tokens,tags
178-0026-0085-00,664 660 HAWTHORNE AVE,664|660|HAWTHORNE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
550-0220-0484-00,6640 170 HEARNE RD,6640|170|HEARNE|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
550-0220-0494-00,6640 180 HEARNE RD,6640|180|HEARNE|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
550-0220-0544-00,6650 230 HEARNE RD,6650|230|HEARNE|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
550-0220-0554-00,6650 240 HEARNE RD,6650|240|HEARNE|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
573-0007-0042-00,67 9D STONEHAVEN DR,67|9D|STONEHAVEN|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
573-0007-0051-00,68 10A STONEHAVEN DR,68|10A|STONEHAVEN|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
591-0005-0350-00,680 C NORTHLAND BV,680|C|NORTHLAND|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0500-00,680 G8 BRIDLE PATH,680|G8|BRIDLE|PATH|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
520-0173-0190-00,6860 3D INDIAN HILL PL,6860|3D|INDIAN|HILL|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
520-0173-0189-00,6870 3C INDIAN HILL PL,6870|3C|INDIAN|HILL|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
530-0040-0282-00,6992 FORT SCOTT BV,6992|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0062-00,7000 FORT SCOTT BV,7000|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0063-00,7006 FORT SCOTT BV,7006|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0064-00,7012 FORT SCOTT BV,7012|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0065-00,7018 FORT SCOTT BV,7018|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0066-00,7024 FORT SCOTT BV,7024|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0072-00,7025 FORT SCOTT BV,7025|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0093-00,7029 FORT SCOTT BV,7029|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0067-00,7030 FORT SCOTT BV,7030|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0068-00,7036 FORT SCOTT BV,7036|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0069-00,7042 FORT SCOTT BV,7042|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0070-00,7048 FORT SCOTT BV,7048|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
068-0002-0404-00,705 2 E MCMILLAN AVE,705|2|E|MCMILLAN|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
068-0002-0405-00,705 3 E MCMILLAN ST,705|3|E|MCMILLAN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
530-0030-0071-00,7054 FORT SCOTT BV,7054|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0092-00,7055 FORT SCOTT BV,7055|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0091-00,7061 FORT SCOTT BV,7061|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0094-00,7064 FORT SCOTT BV,7064|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0090-00,7067 FORT SCOTT BV,7067|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
068-0002-0406-00,707 1 E MCMILLAN AVE,707|1|E|MCMILLAN|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
068-0002-0407-00,707 2 E MCMILLAN AVE,707|2|E|MCMILLAN|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
068-0002-0408-00,707 3 E MCMILLAN AVE,707|3|E|MCMILLAN|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
530-0030-0078-00,7072 FORT SCOTT BV,7072|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0089-00,7073 FORT SCOTT BV,7073|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0077-00,7076 FORT SCOTT BV,7076|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0088-00,7079 FORT SCOTT BV,7079|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
621-0003-0285-00,708 710 W MAIN ST,708|710|W|MAIN|ST|_EOS_,AddressNumber|AddressNumber|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
530-0030-0076-00,7080 FORT SCOTT BV,7080|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0087-00,7085 FORT SCOTT BV,7085|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
068-0002-0409-00,709 1 E MCMILLAN AVE,709|1|E|MCMILLAN|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
068-0002-0410-00,709 2 E MCMILLAN AVE,709|2|E|MCMILLAN|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
068-0002-0411-00,709 3 E MCMILLAN AVE,709|3|E|MCMILLAN|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
068-0002-0412-00,709 4 E MCMILLAN AVE,709|4|E|MCMILLAN|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
068-0002-0413-00,709 5 E MCMILLAN AVE,709|5|E|MCMILLAN|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
068-0002-0414-00,709 6 E MCMILLAN AVE,709|6|E|MCMILLAN|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
621-0024-0185-00,710 310 CARRINGTON PL,710|310|CARRINGTON|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0565-00,710 G5 CASTLEGATE LN,710|G5|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0566-00,710 G6 CASTLEGATE LN,710|G6|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0567-00,710 G7 CASTLEGATE LN,710|G7|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
530-0030-0079-00,7101 FORT SCOTT BV,7101|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0030-0075-00,7102 FORT SCOTT BV,7102|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0139-00,7106 FORT SCOTT BV,7106|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0173-00,7109 FORT SCOTT BV,7109|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
104-0004-0001-00,711 11 E MARTIN LUTHER KING DR,711|11|E|MARTIN|LUTHER|KING|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetName|StreetName|StreetNamePostType|EOS
068-0002-0415-00,711 7 E MCMILLAN AVE,711|7|E|MCMILLAN|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
530-0050-0140-00,7110 FORT SCOTT BV,7110|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0172-00,7113 FORT SCOTT BV,7113|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0171-00,7117 FORT SCOTT BV,7117|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
590-0201-0561-00,712 G2 CASTLEGATE LN,712|G2|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0563-00,712 G3 CASTLEGATE LN,712|G3|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
530-0050-0170-00,7127 FORT SCOTT BV,7127|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0151-00,7132 FORT SCOTT BV,7132|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
602-0002-0205-00,7136 7140 MONTGOMERY RD,7136|7140|MONTGOMERY|RD|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
530-0050-0152-00,7138 FORT SCOTT BV,7138|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0169-00,7139 FORT SCOTT BV,7139|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0153-00,7144 FORT SCOTT BV,7144|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
590-0201-0581-00,715 G1 CASTLEGATE LN,715|G1|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0582-00,715 G2 CASTLEGATE LN,715|G2|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0584-00,715 G4 CASTLEGATE LN,715|G4|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
530-0050-0154-00,7150 FORT SCOTT BV,7150|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0168-00,7151 FORT SCOTT BV,7151|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0167-00,7157 FORT SCOTT BV,7157|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0155-00,7158 FORT SCOTT BV,7158|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0166-00,7163 FORT SCOTT BV,7163|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0156-00,7164 FORT SCOTT BV,7164|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0165-00,7169 FORT SCOTT BV,7169|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
590-0201-0586-00,717 G6 CASTLEGATE LN,717|G6|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0588-00,717 G8 CASTLEGATE LN,717|G8|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
530-0050-0157-00,7170 FORT SCOTT BV,7170|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0164-00,7175 FORT SCOTT BV,7175|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0158-00,7180 FORT SCOTT BV,7180|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0163-00,7181 FORT SCOTT BV,7181|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
530-0050-0162-00,7187 FORT SCOTT BV,7187|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
068-0003-0274-00,719 1 E MCMILLAN AVE,719|1|E|MCMILLAN|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
530-0050-0161-00,7193 FORT SCOTT BV,7193|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
573-0007-0046-00,72 12D STONEHAVEN DR,72|12D|STONEHAVEN|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
621-0024-0197-00,720 310 CARRINGTON PL,720|310|CARRINGTON|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0533-00,720 G5 CASTLEGATE LN,720|G5|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0776-00,720 G6 SOUTHMEADOW CR,720|G6|SOUTHMEADOW|CR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0535-00,720 G7 CASTLEGATE LN,720|G7|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0536-00,720 G8 CASTLEGATE LN,720|G8|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
510-0360-0316-00,7210 10 CREEKVIEW DR,7210|10|CREEKVIEW|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
529-0101-0106-00,7210 POST & RAIL LN,7210|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetName|StreetName|StreetNamePostType|EOS
590-0201-0529-00,722 G1 CASTLEGATE LN,722|G1|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0530-00,722 G2 CASTLEGATE LN,722|G2|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0531-00,722 G3 CASTLEGATE LN,722|G3|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
510-0360-0364-00,7220 10 CREEKVIEW DR,7220|10|CREEKVIEW|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
510-0440-0165-00,7230 10 CREEKVIEW DR,7230|10|CREEKVIEW|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0460-00,725 G1 CASTLEGATE LN,725|G1|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0461-00,725 G2 CASTLEGATE LN,725|G2|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
501-0009-0637-00,7265 G-2 ENGLISH DR,7265|G-2|ENGLISH|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0466-00,727 G7 CASTLEGATE LN,727|G7|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0467-00,727 G8 CASTLEGATE LN,727|G8|CASTLEGATE|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
629-0221-0059-00,7270 POST & RAIL LN,7270|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetName|StreetName|StreetNamePostType|EOS
600-0092-0274-00,7276 19 E GALBRAITH RD,7276|19|E|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
629-0221-0055-00,7285 POST & RAIL LN,7285|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetName|StreetName|StreetNamePostType|EOS
629-0221-0058-00,7290 POST & RAIL LN,7290|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetName|StreetName|StreetNamePostType|EOS
070-0002-0062-00,730 734 E MCMILLAN AVE,730|734|E|MCMILLAN|AVE|_EOS_,AddressNumber|AddressNumber|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
590-0201-0771-00,730 G1 SOUTHMEADOW CR,730|G1|SOUTHMEADOW|CR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
629-0221-0056-00,7305 POST & RAIL LN,7305|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetName|StreetName|StreetNamePostType|EOS
629-0221-0057-00,7325 POST & RAIL LN,7325|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetName|StreetName|StreetNamePostType|EOS
629-0221-0065-00,7330 POST & RAIL LN,7330|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetName|StreetName|StreetNamePostType|EOS
510-0440-0387-00,7337 7407 COUNTRY VILLAGE DR,7337|7407|COUNTRY|VILLAGE|DR|_EOS_,AddressNumber|AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
500-0271-0336-00,7343 110 RIDGEPOINT DR,7343|110|RIDGEPOINT|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
500-0271-0348-00,7343 210 RIDGEPOINT DR,7343|210|RIDGEPOINT|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
500-0271-0360-00,7343 310 RIDGEPOINT DR,7343|310|RIDGEPOINT|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
629-0221-0067-00,7345 POST & RAIL LN,7345|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetName|StreetName|StreetNamePostType|EOS
629-0221-0066-00,7350 POST & RAIL LN,7350|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetName|StreetName|StreetNamePostType|EOS
115-0004-0102-00,737 39 E MITCHELL AVE,737|39|E|MITCHELL|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
573-0007-0045-00,74 12C STONEHAVEN DR,74|12C|STONEHAVEN|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
520-0111-0210-00,7447 1 MUCHMORE CLOSE,7447|1|MUCHMORE|CLOSE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
520-0111-0212-00,7490 20 MUCHMORE CLOSE,7490|20|MUCHMORE|CLOSE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
530-0050-0175-00,7491 FORT SCOTT BV,7491|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
117-0008-0001-00,7505 7511 READING RD,7505|7511|READING|RD|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
520-0111-0200-00,7507 30 MUCHMORE CLOSE,7507|30|MUCHMORE|CLOSE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0684-00,760 G6 SOUTHMEADOW CR,760|G6|SOUTHMEADOW|CR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
593-0011-0108-00,7600 7934 CLOVERNOOK AVE,7600|7934|CLOVERNOOK|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
510-0082-0261-00,7630 110 CHEVIOT RD,7630|110|CHEVIOT|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
510-0082-0302-00,7640 210 CHEVIOT RD,7640|210|CHEVIOT|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
500-0204-0101-00,7655 110 FIVE MILE RD,7655|110|FIVE|MILE|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
500-0204-0093-00,7655 1-2 FIVE MILE RD,7655|1-2|FIVE|MILE|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
500-0204-0111-00,7655 120 FIVE MILE RD,7655|120|FIVE|MILE|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
500-0204-0099-00,7655 1-8 FIVE MILE RD,7655|1-8|FIVE|MILE|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
500-0204-0125-00,7655 2-2 FIVE MILE RD,7655|2-2|FIVE|MILE|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
500-0204-0143-00,7655 220 FIVE MILE RD,7655|220|FIVE|MILE|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
500-0204-0131-00,7655 2-8 FIVE MILE RD,7655|2-8|FIVE|MILE|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
520-0112-0005-00,7664 7668 WOOSTER PK,7664|7668|WOOSTER|PK|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
590-0201-0679-00,770 G1 SOUTHMEADOW CR,770|G1|SOUTHMEADOW|CR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
600-0211-0649-00,7712 7714 MONTGOMERY RD,7712|7714|MONTGOMERY|RD|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
117-0014-0210-00,7743 7751 READING RD,7743|7751|READING|RD|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
590-0201-0374-00,7743 G2 FANCYCAB CT,7743|G2|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0375-00,7745 G3 FANCYCAB CT,7745|G3|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0376-00,7747 G4 FANCYCAB CT,7747|G4|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0377-00,7749 G5 FANCYCAB CT,7749|G5|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0390-00,7760 G6 FANCYCAB CT,7760|G6|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0426-00,7761 G1 FANCYCAB CT,7761|G1|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0389-00,7762 G5 FANCYCAB CT,7762|G5|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0427-00,7763 G2 FANCYCAB CT,7763|G2|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0388-00,7764 G4 FANCYCAB CT,7764|G4|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0428-00,7765 G3 FANCYCAB CT,7765|G3|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0429-00,7767 G4 FANCYCAB CT,7767|G4|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0386-00,7768 G2 FANCYCAB CT,7768|G2|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0447-00,7780 G8 FANCYCAB CT,7780|G8|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0446-00,7782 G7 FANCYCAB CT,7782|G7|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0544-00,7783 G2 FANCYCAB CT,7783|G2|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0545-00,7785 G3 FANCYCAB CT,7785|G3|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0443-00,7788 G4 FANCYCAB CT,7788|G4|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0548-00,7791 G6 FANCYCAB CT,7791|G6|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0441-00,7792 G2 FANCYCAB CT,7792|G2|FANCYCAB|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0672-00,780 G4 SOUTHMEADOW CR,780|G4|SOUTHMEADOW|CR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0256-00,7820 G8 GAPSTOW BRIDGE,7820|G8|GAPSTOW|BRIDGE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0251-00,7830 G3 GAPSTOW BRIDGE,7830|G3|GAPSTOW|BRIDGE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0306-00,7840 G8 GAPSTOW BRIDGE,7840|G8|GAPSTOW|BRIDGE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
590-0201-0339-00,7870 G3 GAPSTOW BRIDGE,7870|G3|GAPSTOW|BRIDGE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
550-0323-0519-00,7901 #G3 OAKBRIDGE WY,7901|#G3|OAKBRIDGE|WY|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
