parcel_number,address,tokens,tags,
550-0103-0223-00,IVY ROSE CT,IVY|ROSE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0103-0226-00,IVY ROSE CT,IVY|ROSE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0103-0222-00,IVY ROSE LN,IVY|ROSE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0103-0227-00,IVY ROSE LN,IVY|ROSE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0103-0228-00,IVY ROSE LN,IVY|ROSE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0103-0232-00,IVY ROSE LN,IVY|ROSE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0103-0233-00,IVY ROSE LN,IVY|ROSE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0103-0234-00,IVY ROSE LN,IVY|ROSE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0060-0303-00,IVY TRAILS DR,IVY|TRAILS|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0060-0317-00,IVY TRAILS DR,IVY|TRAILS|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0060-0318-00,IVY TRAILS DR,IVY|TRAILS|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0060-0321-00,IVY TRAILS DR,IVY|TRAILS|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
501-0009-0394-00,IVY WY,IVY|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0027-0290-00,JARRETT CT,JARRETT|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0027-0291-00,JARRETT CT,JARRETT|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
651-0013-0004-00,JOSEPH E SANKER BV,JOSEPH|E|SANKER|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
651-0013-0066-00,JOSEPH E SANKER BV,JOSEPH|E|SANKER|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
051-0010-0257-00,KANAUGA CT,KANAUGA|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0016-0486-00,KENROSS CT,KENROSS|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0062-00,KETTERING CT,KETTERING|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0203-0177-00,KLAUSRIDGE CT,KLAUSRIDGE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
135-0002-0271-00,KOSSUTH CT,KOSSUTH|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0280-0266-00,LAMPLITE CT,LAMPLITE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0280-0267-00,LAMPLITE CT,LAMPLITE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0388-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0389-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0390-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0391-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0392-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0393-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0394-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0395-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0396-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0397-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0398-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0399-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0400-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0401-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0402-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0403-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0001-0404-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0003-0002-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0003-0415-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0003-0416-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0003-0417-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0003-0418-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0003-0419-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0003-0441-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0003-0443-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
134-0003-0444-00,LAUREL PARK DR,LAUREL|PARK|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
046-0007-0222-00,LEAFTREE CT,LEAFTREE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
088-0009-0102-90,LEROY CT,LEROY|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
088-0009-0117-00,LEROY CT,LEROY|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0022-0233-00,LEWISTON CT,LEWISTON|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0381-0595-00,LINCOLN TE,LINCOLN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0016-0264-00,LOCKPORT CT,LOCKPORT|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0020-0034-00,LODGEVIEW CT,LODGEVIEW|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0090-0018-00,LOVELAND MADEIRA RD,LOVELAND|MADEIRA|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0150-0182-00,LOVELAND MADEIRA RD,LOVELAND|MADEIRA|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0150-0183-00,LOVELAND MADEIRA RD,LOVELAND|MADEIRA|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0150-0189-00,LOVELAND MADEIRA RD,LOVELAND|MADEIRA|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0150-0205-00,LOVELAND MADEIRA RD,LOVELAND|MADEIRA|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0160-0022-00,LOVELAND MADEIRA RD,LOVELAND|MADEIRA|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0160-0487-00,LOVELAND MADEIRA RD,LOVELAND|MADEIRA|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0241-0093-00,LOVELAND MADEIRA RD,LOVELAND|MADEIRA|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
621-0009-0019-00,LOVELAND MADEIRA RD,LOVELAND|MADEIRA|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
621-0019-0146-00,LOVELAND MADEIRA RD,LOVELAND|MADEIRA|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
621-0022-0002-00,LOVELAND MADEIRA RD,LOVELAND|MADEIRA|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
621-0022-0080-00,LOVELAND MADEIRA RD,LOVELAND|MADEIRA|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
629-0220-0113-00,LOVELAND MADEIRA RD,LOVELAND|MADEIRA|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
629-0321-0021-00,LOVELAND MADEIRA RD,LOVELAND|MADEIRA|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
629-0321-0033-00,LOVELAND MADEIRA RD,LOVELAND|MADEIRA|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0180-0730-00,LOVELAND TRACE CT,LOVELAND|TRACE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
540-0050-0617-00,LULLABY CT,LULLABY|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
594-0020-0145-00,MAGEE CT,MAGEE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0343-0171-00,MAGNOLIA WOODS WAY,MAGNOLIA|WOODS|WAY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0343-0236-00,MAGNOLIA WOODS WAY,MAGNOLIA|WOODS|WAY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0343-0131-00,MAGNOLIA WOODS WY,MAGNOLIA|WOODS|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0343-0152-00,MAGNOLIA WOODS WY,MAGNOLIA|WOODS|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0020-0501-00,MANDARIN CT,MANDARIN|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0022-0084-00,MANDARIN CT,MANDARIN|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0022-0115-00,MANDARIN CT,MANDARIN|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0022-0337-00,MANDARIN CT,MANDARIN|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0110-0137-00,MARIEMONT CRESCENT,MARIEMONT|CRESCENT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0110-0138-00,MARIEMONT CRESCENT,MARIEMONT|CRESCENT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0110-0140-00,MARIEMONT CRESCENT,MARIEMONT|CRESCENT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0110-0141-00,MARIEMONT CRESCENT,MARIEMONT|CRESCENT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0271-0411-00,MARKLEY WOODS WY,MARKLEY|WOODS|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
596-0004-0312-00,MATTHEWS CT,MATTHEWS|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
596-0004-0319-00,MATTHEWS CT,MATTHEWS|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0074-0149-00,MERCY HEALTH BV,MERCY|HEALTH|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0074-0150-00,MERCY HEALTH BV,MERCY|HEALTH|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0110-0056-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0110-0131-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0139-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0140-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0141-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0142-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0143-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0144-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0145-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0146-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0147-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0148-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0149-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0150-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0151-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0152-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0153-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0154-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0155-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0156-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0157-00,MIAMI RUN,MIAMI|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0203-0152-00,MILLIES CT,MILLIES|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0143-0248-00,MORNING WATCH,MORNING|WATCH|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
592-0022-0153-00,MORTS PASS,MORTS|PASS|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0220-0488-00,MOUNTFORT CT,MOUNTFORT|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
228-0003-0004-00,MT AIRY AVE,MT|AIRY|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
540-0041-0402-00,MT ALVERNO RD,MT|ALVERNO|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
540-0041-0753-00,MT ALVERNO RD,MT|ALVERNO|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0072-0016-00,MT CARMEL RD,MT|CARMEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0072-0124-00,MT CARMEL RD,MT|CARMEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0074-0067-00,MT CARMEL RD,MT|CARMEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0081-0020-00,MT CARMEL RD,MT|CARMEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0081-0032-00,MT CARMEL RD,MT|CARMEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0081-0033-00,MT CARMEL RD,MT|CARMEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0083-0004-00,MT CARMEL RD,MT|CARMEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0084-0020-00,MT CARMEL RD,MT|CARMEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0084-0034-00,MT CARMEL RD,MT|CARMEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0090-0016-00,MT CARMEL RD,MT|CARMEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0090-0017-00,MT CARMEL RD,MT|CARMEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0090-0024-00,MT CARMEL RD,MT|CARMEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0090-0037-00,MT CARMEL RD,MT|CARMEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0090-0044-00,MT CARMEL RD,MT|CARMEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0090-0056-00,MT CARMEL RD,MT|CARMEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0090-0057-00,MT CARMEL RD,MT|CARMEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0111-0066-00,MT HOPE RD,MT|HOPE|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0111-0074-00,MT HOPE RD,MT|HOPE|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0170-0140-00,MT NEBO RD,MT|NEBO|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0170-0166-00,MT NEBO RD,MT|NEBO|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0170-0167-00,MT NEBO RD,MT|NEBO|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0170-0169-00,MT NEBO RD,MT|NEBO|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0170-0170-00,MT NEBO RD,MT|NEBO|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0170-0171-00,MT NEBO RD,MT|NEBO|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0230-0006-00,MT NEBO RD,MT|NEBO|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0230-0079-00,MT NEBO RD,MT|NEBO|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
572-0007-0251-00,MT NEBO RD,MT|NEBO|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
572-0007-0252-00,MT NEBO RD,MT|NEBO|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
572-0007-0254-00,MT NEBO RD,MT|NEBO|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
039-0004-0199-00,MT VERNON AVE,MT|VERNON|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
039-0004-0204-00,MT VERNON AVE,MT|VERNON|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0136-00,MT VERNON AVE,MT|VERNON|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
527-0010-0158-00,MT VERNON AVE,MT|VERNON|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
641-0005-0032-00,MULBERRY CT,MULBERRY|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
599-0043-0003-00,n TRI-COUNTY PW,n|TRI-COUNTY|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0110-0001-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0110-0176-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0110-0184-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0120-0084-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0120-0150-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0130-0013-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0140-0021-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0150-0010-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0150-0032-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0150-0193-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0150-0197-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0150-0239-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0150-0241-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0150-0248-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0150-0250-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0150-0271-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
630-0300-0264-00,NEW BIDDINGER RD,NEW|BIDDINGER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0040-0072-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0040-0148-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0003-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0027-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0064-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0074-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0096-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0097-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0098-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0090-0012-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0091-0005-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0091-0017-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0100-0023-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0100-0060-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0130-0001-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0130-0085-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0130-0087-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0130-0089-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0160-0134-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0160-0135-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0200-0150-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0030-0013-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0030-0145-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0030-0202-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0030-0203-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0030-0285-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0030-0286-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0030-0288-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0040-0064-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
560-0100-0063-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0005-0123-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0005-0192-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0005-0193-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0005-0194-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0005-0195-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0006-0013-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0011-0009-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0013-0013-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0013-0020-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0013-0022-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0013-0023-00,NEW HAVEN RD,NEW|HAVEN|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
